Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,YearBuilt,YearRemodAdd,GrLivArea,TotalBsmtSF,BedroomAbvGr,BathroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,GarageCars,GarageArea,SalePrice
1327,40,RM,91,11052,Pave,,Reg,Lvl,1889,1961,567,958,3,2,1,2,2,509,87991
1328,160,RL,37,3635,Pave,,Reg,Lvl,1975,1977,1629,1712,2,2,1,13,2,353,204993
1329,75,RL,,3638,Grvl,,Reg,Low,1971,1994,612,198,3,1,1,13,3,720,174121
1330,85,RL,21,5921,Pave,,Reg,Bnk,1876,2003,1343,167,2,3,1,12,2,662,157346
1331,50,RL,109,11641,Pave,,Reg,Lvl,1877,1963,1330,825,2,1,1,8,3,506,153530
1332,80,RL,130,3697,Pave,,IR3,Lvl,1985,1955,334,189,2,2,1,14,2,1047,116480
1333,85,RL,70,27432,Pave,,Reg,Low,1939,1999,560,1458,4,1,1,6,2,1418,134732
1334,180,RL,,32981,Grvl,,IR1,Lvl,1935,1950,1797,321,3,1,1,10,2,511,222194
1335,75,RH,30,17840,Grvl,,Reg,Low,1946,2000,2011,1159,4,1,1,11,2,88,201799
1336,150,I,48,13098,Pave,,Reg,Lvl,1986,1959,334,1921,2,1,1,7,2,330,89253
1337,45,C,143,4926,Pave,,IR3,Lvl,1997,2010,334,1307,4,2,1,2,2,621,118467
1338,20,RL,21,5826,Pave,,Reg,Lvl,1886,1999,334,687,2,2,1,13,1,1364,101976
1339,45,RL,137,3127,Pave,,Reg,Lvl,1908,2008,1276,1722,3,1,1,12,1,132,143563
1340,160,RP,,17985,Pave,,IR2,Lvl,1972,1980,334,1708,3,2,1,6,2,645,109063
1341,90,RL,46,9085,Pave,,Reg,Bnk,1876,1958,374,232,4,1,1,15,3,459,112957
1342,85,C,23,17349,Pave,,Reg,Lvl,2002,1994,427,464,2,2,1,8,2,174,107048
1343,190,FV,167,3429,Pave,,Reg,Lvl,1876,1970,534,4,3,1,1,2,1,178,96409
1344,40,RL,26,4025,Pave,,IR1,Lvl,1966,1966,1916,693,3,2,1,14,2,896,184924
1345,150,RL,176,8443,Pave,,Reg,Lvl,1905,1970,5576,892,3,1,1,3,2,347,386794
1346,190,FV,140,16272,Pave,,Reg,Lvl,1945,1968,510,217,2,1,1,2,2,226,137310
1347,180,RL,98,11795,Pave,,Reg,Lvl,2008,2010,3232,415,3,2,1,11,3,113,314679
1348,90,FV,21,9863,Pave,,Reg,Lvl,1936,1953,400,768,5,1,1,12,2,37,128840
1349,45,RL,,3818,Pave,,Reg,Lvl,1965,2009,2051,439,2,1,1,4,2,311,210523
1350,180,RL,60,8650,Grvl,,IR1,HLS,1989,1963,1092,1258,3,1,1,8,1,764,167919
1351,120,RL,228,5228,Pave,,Reg,Lvl,1929,2003,722,1156,4,1,1,6,3,140,145098
1352,30,RL,46,8732,Pave,,IR2,Lvl,1880,1984,2001,590,2,2,1,11,4,77,206736
1353,190,RL,69,8531,Pave,Pave,Reg,Lvl,1883,1989,913,1082,4,1,1,6,2,144,141250
1354,90,RL,313,8245,Pave,,Reg,Lvl,2001,1992,432,542,3,2,1,15,2,300,121275
1355,190,RL,,6947,Pave,,Reg,Bnk,1904,1978,334,339,2,2,1,13,3,32,126306
1356,70,RL,46,9843,Pave,,Reg,Lvl,1935,1991,361,872,3,1,1,12,2,8,114722
1357,70,RL,22,4118,Pave,,Reg,Lvl,2002,1995,1239,342,4,1,1,4,3,961,177476
1358,85,RP,21,2793,Pave,,IR3,Low,1912,1980,334,391,3,1,1,15,2,1294,113945
1359,180,RL,,4349,Pave,,Reg,Lvl,1874,1979,1373,263,5,1,1,15,2,209,139997
1360,75,RL,21,16115,Pave,,Reg,HLS,1920,1989,2324,4456,2,1,1,14,2,965,243691
1361,120,RL,21,13574,Pave,,Reg,Lvl,1905,1970,433,1090,1,2,1,6,2,460,144106
1362,45,RL,21,9091,Grvl,,Reg,Lvl,1981,1951,4038,90,2,2,1,8,2,697,313653
1363,90,RL,105,12652,Pave,Pave,Reg,Lvl,1969,1981,479,1270,4,1,1,2,2,9,146802
1364,50,RL,80,18570,Pave,,Reg,Bnk,1957,1955,1077,179,3,1,1,13,0,422,111943
1365,60,RL,30,14548,Pave,,Reg,Lvl,1925,1969,1304,177,4,1,1,8,2,452,192348
1366,30,RL,,16445,Pave,,Reg,Lvl,1998,1956,3976,157,2,1,1,7,2,639,368593
1367,75,RL,94,1300,Pave,,Reg,Lvl,2006,1975,832,415,2,1,1,7,2,301,165963
1368,50,RL,47,4190,Pave,,Reg,Lvl,1907,2004,424,119,3,2,1,10,2,405,137526
1369,90,RL,106,4823,Pave,,IR3,Lvl,1930,1954,777,751,4,4,1,5,1,1358,113298
1370,50,RL,209,25238,Pave,Pave,Reg,Bnk,1997,1964,1777,1808,4,4,1,6,2,895,127182
1371,70,RL,43,2172,Pave,,Reg,Lvl,1998,2009,656,978,3,2,1,3,2,578,142213
1372,180,RL,,15946,Pave,,Reg,Lvl,1938,1961,1796,2312,3,1,1,14,2,347,174422
1373,20,RL,24,1300,Pave,,Reg,Lvl,1907,1957,334,1043,2,1,1,14,2,101,136466
1374,80,RL,21,17616,Pave,,Reg,Lvl,1925,1972,334,246,2,1,1,9,0,143,71014
1375,20,RP,21,7325,Pave,,IR1,Lvl,1905,1990,1540,989,2,2,1,5,2,217,156567
1376,80,RL,82,3036,Pave,,Reg,Lvl,1885,1977,2685,164,3,2,1,6,2,207,182571
1377,85,RL,235,7397,Pave,,Reg,Lvl,2004,1966,385,1921,2,2,1,5,2,937,63902
1378,160,RL,,23365,Pave,,Reg,Bnk,1928,1971,334,235,2,1,1,5,2,193,102164
1379,20,RL,,28399,Pave,,Reg,Lvl,1913,1996,671,280,2,3,1,5,2,559,136762
1380,70,RL,121,9942,Pave,,Reg,Lvl,1958,1982,836,417,3,1,1,15,2,249,164947
1381,190,RL,43,2345,Pave,,Reg,Lvl,1930,1965,1241,108,3,1,1,11,2,413,174156
1382,45,FV,125,12640,Pave,Pave,Reg,Low,1995,1993,1805,367,2,1,1,3,2,188,196028
1383,70,RH,44,2669,Pave,,IR1,Bnk,1948,1981,903,654,3,1,1,3,2,597,85093
1384,85,RL,72,6858,Pave,,Reg,Lvl,1897,2001,628,2160,3,1,1,5,2,1129,143096
1385,180,RL,,4973,Pave,,Reg,Lvl,1905,1950,1063,336,3,4,1,11,2,1044,127742
1386,180,RL,48,10783,Pave,,Reg,Bnk,2008,1990,700,3556,2,1,1,4,3,244,116976
1387,70,RL,21,6226,Pave,Pave,Reg,Lvl,1879,1969,1836,232,4,1,1,4,2,293,201028
1388,180,RL,46,1300,Pave,Pave,IR2,Lvl,1963,2002,2093,1532,3,1,1,4,2,295,184498
1389,190,RL,21,7446,Pave,,Reg,Low,1892,1959,526,50,3,2,1,8,2,105,112413
1390,70,RL,250,19706,Grvl,,Reg,Bnk,1913,2003,1699,1970,3,3,1,2,2,193,170017
1391,75,RM,57,7732,Pave,,Reg,Low,1984,1983,1614,177,3,2,1,2,2,329,141512
1392,50,RL,187,14203,Pave,,Reg,Lvl,1945,1958,4528,2033,3,1,1,12,2,382,336845
1393,150,RL,21,6102,Pave,,Reg,Lvl,1925,1975,440,1469,2,2,1,14,2,44,125412
1394,20,RL,89,4259,Pave,Pave,Reg,Lvl,1986,2003,2196,2075,3,2,1,2,2,677,228978
1395,50,RL,39,28801,Pave,,Reg,Lvl,1992,1995,651,296,2,2,1,8,2,734,118264
1396,75,FV,131,4306,Pave,,Reg,Lvl,1922,2010,1196,1207,4,1,1,13,2,57,189492
1397,60,I,158,9095,Pave,,Reg,Lvl,1909,1952,334,2619,4,1,1,13,2,821,112634
1398,85,RM,107,17601,Pave,,Reg,Lvl,1948,1955,3305,991,3,1,1,10,2,50,205907
1399,60,RP,42,13528,Pave,,Reg,Lvl,1971,1963,334,2252,3,1,1,10,2,1418,117072
1400,190,RP,62,17986,Pave,,Reg,HLS,1951,1954,473,127,3,2,1,3,2,112,118131
1401,30,RL,,5132,Pave,Grvl,Reg,Lvl,1957,1992,621,33,3,1,1,4,2,118,136790
1402,45,RL,44,25880,Pave,,Reg,Lvl,1908,1965,334,225,2,2,1,9,3,123,147722
1403,150,FV,142,2728,Pave,,IR1,Bnk,1952,1978,2417,1299,2,1,1,2,2,563,180263
1404,120,RL,22,9767,Pave,,Reg,Lvl,1936,1999,531,2930,4,2,1,15,3,270,126922
1405,60,RL,81,9964,Pave,,Reg,Bnk,1911,1978,1570,3853,3,1,1,5,2,193,161332
1406,80,C,313,21741,Pave,,Reg,Lvl,1879,1985,2383,2394,3,1,1,13,2,294,140068
1407,180,RL,21,3022,Pave,,Reg,HLS,1912,1966,334,823,4,1,1,2,2,137,135505
1408,190,RL,35,4464,Pave,,Reg,Lvl,1983,1969,413,1124,3,1,1,5,3,1020,142025
1409,60,RL,103,16649,Pave,,Reg,Lvl,1892,2003,553,1835,2,1,1,6,2,296,138618
1410,85,RL,73,2713,Pave,,Reg,Low,1884,1984,334,13,2,2,1,7,2,611,112105
1411,160,RL,41,5335,Pave,,Reg,Lvl,1994,1971,1251,1011,3,1,1,5,3,818,168876
1412,20,RL,217,2880,Pave,,Reg,Lvl,2005,2002,938,1325,4,1,1,15,2,522,175966
1413,85,RL,53,5881,Pave,,Reg,Lvl,1935,1957,784,950,2,2,1,5,2,517,114212
1414,80,RL,92,8945,Pave,,Reg,HLS,1888,1996,453,386,2,1,1,14,2,436,132685
1415,150,I,21,25039,Pave,,Reg,Lvl,1987,2008,555,2140,6,1,1,8,2,535,89577
1416,20,RL,,3757,Pave,,Reg,Lvl,1910,1973,334,247,4,2,1,15,2,310,116533
1417,85,RL,21,11588,Pave,Grvl,Reg,Lvl,2010,2009,910,777,3,1,1,7,3,413,206319
1418,80,RL,69,11965,Pave,,IR1,Lvl,1946,1959,2221,107,3,2,1,8,2,47,206690
1419,50,FV,66,7975,Pave,Pave,Reg,Lvl,1917,1951,2798,4996,3,2,1,9,2,339,234762
1420,30,RL,21,9660,Pave,,Reg,Lvl,1891,1980,1200,1495,3,2,1,10,3,576,185653
1421,190,RL,124,6347,Pave,,Reg,Lvl,1977,1983,758,53,3,1,1,14,3,120,186592
1422,45,RL,22,9979,Pave,,Reg,Bnk,1931,1991,2556,656,3,2,1,5,2,16,201523
1423,75,RL,21,11298,Pave,,Reg,Lvl,2009,1993,906,225,2,1,1,4,2,4,158048
1424,60,RL,54,14540,Pave,,Reg,Lvl,1918,2004,909,285,2,2,1,12,2,202,156060
1425,150,RL,57,10291,Pave,,Reg,Bnk,1939,2010,334,1887,2,1,1,4,2,261,145240
1426,80,RL,101,14746,Grvl,,Reg,Lvl,1883,1951,1460,561,2,1,1,5,2,378,155425
1427,75,RL,21,3532,Pave,,Reg,Lvl,1909,1997,801,245,2,1,1,7,2,1050,121414
1428,90,C,77,8634,Pave,Pave,Reg,Lvl,1897,1968,2130,607,4,1,1,10,2,837,182414
1429,50,RH,,2047,Pave,,Reg,Lvl,1980,1966,965,74,3,2,1,7,2,22,149418
1430,30,RL,,9904,Pave,,Reg,Lvl,1926,1996,2718,1059,3,2,1,10,0,25,160374
1431,160,RL,103,5530,Pave,,IR2,Bnk,1875,1952,2065,524,3,2,1,6,2,520,187304
1432,40,C,114,5744,Pave,,Reg,Lvl,1899,1971,405,150,3,1,2,14,2,338,89557
1433,70,RL,45,7995,Pave,,IR1,Lvl,1956,1966,334,235,3,3,1,3,2,1418,149892
1434,50,I,21,2119,Pave,Grvl,Reg,Lvl,1882,1963,1849,1267,3,1,1,6,2,102,116723
1435,50,RL,84,7561,Pave,,Reg,Lvl,1964,1996,879,125,2,4,1,15,3,29,178287
1436,150,RL,87,7897,Pave,,IR2,Lvl,1909,1990,1330,90,4,1,1,12,2,406,178993
1437,120,C,44,25163,Pave,,IR1,Lvl,1884,1969,531,772,5,1,1,12,3,31,149855
1438,120,RL,127,11866,Grvl,,Reg,Lvl,2008,2007,1210,302,3,1,1,14,3,403,192577
1439,120,RL,109,3207,Pave,,Reg,Lvl,1938,1999,1830,27,3,1,1,3,2,1418,169353
1440,85,RL,48,5497,Pave,,Reg,Bnk,1895,2006,1510,304,3,1,1,6,2,141,146427
1441,90,RM,,4118,Pave,,Reg,Lvl,1880,1955,528,926,4,1,1,8,2,1418,123004
1442,70,RL,38,7232,Pave,,IR1,Lvl,1872,1994,1288,417,3,2,1,12,2,443,183564
1443,75,FV,,18870,Pave,Grvl,IR1,Lvl,1932,1959,2863,1289,3,2,1,13,2,900,320391
1444,60,RL,,15235,Pave,Pave,Reg,Lvl,1873,2009,883,1620,3,1,1,4,3,191,149629
1445,60,RL,,29232,Pave,,Reg,Lvl,1890,1959,2763,66,3,1,1,9,2,234,219361
1446,85,I,43,2027,Pave,,Reg,Lvl,1984,1960,671,5054,2,3,1,5,1,162,100410
1447,85,RL,147,8854,Pave,,Reg,Lvl,1937,1960,1142,958,3,3,1,4,2,487,137288
1448,180,RL,247,22585,Pave,,Reg,Lvl,1903,1961,970,243,3,1,1,10,1,315,109237
1449,150,RL,27,14620,Pave,,Reg,Lvl,1958,1966,334,846,3,2,1,14,2,84,116975
1450,20,RL,33,8826,Pave,,Reg,Lvl,1992,1984,1565,1648,2,2,1,3,2,559,172585
1451,120,RL,,3124,Grvl,,Reg,Bnk,1894,1997,898,612,3,1,1,12,2,628,143516
1452,75,I,,2703,Pave,,Reg,Lvl,2009,1988,1962,913,2,1,1,7,3,1418,168728
1453,120,RM,87,6849,Pave,,Reg,Lvl,1968,1974,2730,419,2,2,1,5,2,104,162125
1454,80,RL,62,1922,Pave,,Reg,Bnk,1872,1988,334,821,2,2,1,9,3,116,123562
1455,85,RL,21,9901,Pave,,Reg,Lvl,1999,1962,334,2574,3,1,1,4,2,227,117708
1456,80,I,89,23705,Grvl,,Reg,Lvl,1949,1973,1090,2895,4,1,1,7,2,1053,125433
1457,50,RL,60,1300,Pave,,Reg,Bnk,1975,1963,1574,1799,2,1,1,14,2,406,199095
1458,160,RL,,2681,Pave,,Reg,Lvl,1881,1987,989,1081,3,2,1,3,2,249,163476
1459,80,C,21,29466,Pave,,Reg,HLS,1994,1960,2840,226,3,1,1,3,2,143,190901
1460,180,I,95,15722,Pave,Pave,Reg,HLS,1926,2010,2015,2320,2,2,1,8,1,928,145154
